cohesion_kPa,unit_weight_kNm3,slope_height_m,slope_angle_deg,friction_angle_deg,water_table_ratio,af_seismic_coeff,nf_param,mf_param,teetas_param,stability_number,FOS,stability_status
33.76,19.65,27.1,22.2,39.4,40.93,617.82,2.19,0.79,0.32,0.0634,6.56325,Stable
34.2,19.65,27.5,22.6,39.6,41.29,625.69,2.23,0.81,0.32,0.0633,6.52572,Stable
34.63,19.65,27.9,22.9,39.9,41.64,633.55,2.27,0.83,0.33,0.0632,6.52512,Stable
35.06,19.64,28.3,23.3,10.1,42.0,641.42,2.31,0.86,0.33,0.0631,1.75775,Stable
35.49,19.64,28.7,23.6,10.3,42.35,649.29,2.34,0.88,0.33,0.063,1.76809,Stable
35.93,19.65,29.1,24.0,10.6,42.71,657.15,2.38,0.9,0.33,0.0628,1.78717,Stable
36.36,19.65,29.4,24.4,10.8,43.06,665.02,2.42,0.93,0.34,0.0629,1.79723,Stable
36.79,19.64,29.8,24.7,11.0,43.41,672.89,2.46,0.95,0.34,0.0629,1.80848,Stable
37.23,19.65,30.2,25.1,11.3,43.77,680.75,2.5,0.98,0.34,0.0627,1.82566,Stable
37.66,19.65,30.6,25.4,11.5,44.12,688.62,2.54,1.0,0.34,0.0626,1.83538,Stable
38.09,19.64,31.0,25.8,11.8,44.48,696.48,2.58,1.02,0.35,0.0626,1.85497,Stable
38.53,19.64,31.4,26.1,12.0,44.83,704.35,2.62,1.05,0.35,0.0625,1.86337,Stable
38.96,19.65,31.8,26.5,12.2,45.19,712.22,2.66,1.07,0.35,0.0623,1.86838,Stable
39.39,19.65,32.2,26.8,12.5,45.54,720.08,2.7,1.09,0.35,0.0623,1.89031,Stable
39.83,19.65,32.6,27.2,12.7,45.9,727.95,2.74,1.12,0.36,0.0622,1.89577,Stable
40.26,19.65,33.0,27.6,12.9,46.25,735.81,2.78,1.14,0.36,0.0621,1.90224,Stable
40.69,19.65,33.4,27.9,13.2,46.6,743.68,2.82,1.16,0.36,0.062,1.92342,Stable
41.12,19.64,33.8,28.3,13.4,46.96,751.55,2.86,1.19,0.36,0.0619,1.92972,Stable
41.56,19.65,34.2,28.6,13.6,47.31,759.41,2.89,1.21,0.36,0.0618,1.93881,Stable
41.99,19.65,34.6,29.0,13.9,47.67,767.28,2.93,1.23,0.37,0.0618,1.95795,Stable
42.42,19.65,35.0,29.3,14.1,48.02,775.14,2.97,1.26,0.37,0.0617,1.96676,Stable
42.86,19.65,35.4,29.7,14.4,48.38,783.01,3.01,1.28,0.37,0.0616,1.98471,Stable
43.29,19.65,35.8,30.0,14.6,48.73,790.88,3.05,1.3,0.37,0.0615,1.99404,Stable
43.72,19.65,36.2,30.4,14.8,49.08,798.74,3.09,1.33,0.38,0.0615,2.00015,Stable
44.16,19.65,36.5,30.7,15.1,49.44,806.61,3.13,1.35,0.38,0.0616,2.02388,Stable
44.59,19.64,36.9,31.1,15.3,49.79,814.48,3.17,1.37,0.38,0.0615,2.03013,Stable
45.02,19.65,37.3,31.4,15.5,5.15,822.34,3.21,1.4,0.38,0.0614,1.42352,Stable
45.46,19.65,37.7,31.8,15.8,5.5,830.21,3.25,1.42,0.39,0.0614,1.43925,Stable
45.89,19.65,38.1,32.2,16.0,5.86,838.07,3.29,1.44,0.39,0.0613,1.44805,Stable
46.32,19.64,38.5,32.5,16.2,6.21,845.94,3.33,1.47,0.39,0.0613,1.4598,Stable
46.75,19.65,38.9,32.9,16.5,6.56,853.81,3.37,1.49,0.39,0.0612,1.47468,Stable
47.19,19.65,39.3,33.2,16.7,6.92,861.67,3.41,1.51,0.4,0.0611,1.48571,Stable
47.62,19.64,39.7,33.6,17.0,7.27,869.54,3.44,1.54,0.4,0.0611,1.50172,Stable
48.05,19.64,40.1,33.9,17.2,7.63,877.4,3.48,1.56,0.4,0.061,1.51277,Stable
48.49,19.65,40.5,34.3,17.4,7.98,885.27,3.52,1.58,0.4,0.0609,1.52132,Stable
48.92,19.64,40.9,34.6,17.7,8.34,893.14,3.56,1.61,0.4,0.0609,1.53978,Stable
49.35,19.64,41.3,35.0,17.9,8.69,901.0,3.6,1.63,0.41,0.0608,1.54857,Stable
49.79,19.65,41.7,35.3,18.1,9.04,908.87,3.64,1.65,0.41,0.0608,1.55986,Stable
50.22,19.64,42.0,35.7,18.4,9.4,916.74,3.68,1.68,0.41,0.0609,1.57735,Stable
50.65,19.65,42.4,36.0,18.6,9.75,924.6,3.72,1.7,0.41,0.0608,1.58762,Stable
51.09,19.64,42.8,36.4,18.8,10.11,932.47,3.76,1.72,0.42,0.0608,1.59698,Stable
51.52,19.64,43.2,36.8,19.1,10.46,940.33,3.8,1.75,0.42,0.0607,1.61152,Stable
51.95,19.64,43.6,37.1,19.3,10.82,948.2,3.84,1.77,0.42,0.0607,1.62255,Stable
52.38,19.64,44.0,37.5,19.6,11.17,956.07,3.88,1.79,0.42,0.0606,1.63685,Stable
52.82,19.64,44.4,37.8,19.8,11.52,963.93,3.92,1.82,0.43,0.0606,1.6474,Stable
53.25,19.65,44.8,38.2,20.0,11.88,971.8,3.96,1.84,0.43,0.0605,1.65494,Stable
53.68,19.65,45.2,38.5,20.3,12.23,979.66,3.99,1.86,0.43,0.0604,1.67134,Stable
54.12,19.64,45.6,38.9,20.5,12.59,987.53,4.03,1.89,0.43,0.0604,1.68017,Stable
54.55,19.64,46.0,39.2,20.7,12.94,995.4,4.07,1.91,0.44,0.0604,1.69082,Stable
54.98,19.65,46.4,39.6,21.0,13.3,4.26,4.11,1.93,0.44,0.0603,1.1591,Stable
55.42,19.64,46.8,40.0,21.2,13.65,12.13,4.15,1.96,0.44,0.0603,1.15908,Stable
55.85,19.65,47.2,40.3,21.4,14.01,20.0,4.19,1.98,0.44,0.0602,1.15993,Stable
56.28,19.65,47.6,40.7,21.7,14.36,27.86,4.23,2.0,0.45,0.0602,1.16271,Stable
56.72,19.65,48.0,41.0,21.9,14.71,35.73,4.27,2.03,0.45,0.0601,1.16329,Stable
57.15,19.65,48.4,41.4,22.2,15.07,43.59,4.31,2.05,0.45,0.0601,1.16616,Stable
57.58,19.64,48.8,41.7,22.4,15.42,51.46,4.35,2.07,0.45,0.0601,1.16805,Stable
58.01,19.64,49.1,42.1,22.6,15.78,59.33,4.39,2.1,0.45,0.0602,1.16883,Stable
58.45,19.64,49.5,42.4,22.8,16.13,67.19,4.43,2.12,0.46,0.0601,1.17009,Stable
58.88,19.64,49.9,42.8,23.1,16.49,75.06,4.47,2.14,0.46,0.0601,1.17362,Stable
59.31,19.64,50.3,43.1,23.3,16.84,82.92,4.51,2.17,0.46,0.06,1.17494,Stable
59.75,19.64,50.7,43.5,23.6,17.19,90.79,4.54,2.19,0.46,0.06,1.17906,Stable
5.39,19.66,51.7,44.7,24.6,19.14,141.77,4.84,2.39,0.49,0.0053,0.66497,Unstable
5.82,19.67,52.1,45.1,24.9,19.49,149.64,4.88,2.41,0.49,0.0057,0.67559,Unstable
6.25,19.66,52.5,45.4,25.1,19.85,157.5,4.92,2.44,0.49,0.0061,0.68444,Unstable
6.69,19.67,52.9,45.8,25.3,20.2,165.37,4.96,2.46,0.49,0.0064,0.69064,Unstable
7.12,19.66,53.3,46.1,25.6,20.55,173.24,5.0,2.48,0.5,0.0068,0.70283,Unstable
7.55,19.67,53.7,46.5,25.8,20.91,181.1,0.05,2.51,0.5,0.0071,1.19498,Stable
7.99,19.66,54.0,46.8,26.0,21.26,188.97,0.08,2.53,0.5,0.0075,1.19744,Stable
8.42,19.66,54.4,47.2,26.3,21.62,196.84,0.12,2.55,0.5,0.0079,1.20089,Stable
8.85,19.67,54.8,47.6,26.5,21.97,204.7,0.16,2.58,0.51,0.0082,1.19729,Stable
9.29,19.66,55.2,47.9,26.8,22.33,212.57,0.2,2.6,0.51,0.0086,1.20325,Stable
9.72,19.65,55.6,48.3,27.0,22.68,220.43,0.24,2.62,0.51,0.0089,1.20144,Stable
10.15,19.66,56.0,48.6,27.2,23.03,228.3,0.28,2.65,0.51,0.0092,1.20033,Stable
10.58,19.67,56.4,49.0,27.5,23.39,236.17,0.32,2.67,0.51,0.0095,1.20322,Stable
11.02,19.65,56.8,49.3,27.7,23.74,244.03,0.36,2.69,0.52,0.0099,1.20472,Stable
11.45,19.66,57.2,49.7,27.9,24.1,251.9,0.4,2.72,0.52,0.0102,1.20166,Stable
11.88,19.66,57.6,50.0,28.2,24.45,259.76,0.44,2.74,0.52,0.0105,1.207,Stable
12.32,19.66,58.0,50.4,28.4,24.81,267.63,0.48,2.76,0.52,0.0108,1.2054,Stable
12.75,19.65,58.4,50.8,28.6,25.16,275.5,0.52,2.79,0.53,0.0111,1.20277,Stable
13.18,19.65,58.8,51.1,28.9,25.51,283.36,0.56,2.81,0.53,0.0114,1.20818,Stable
13.62,19.65,59.2,51.5,29.1,25.87,291.23,0.6,2.83,0.53,0.0117,1.20666,Stable
14.05,19.66,59.6,51.8,29.4,26.22,299.09,0.63,2.86,0.53,0.012,1.21176,Stable
14.48,19.66,60.0,52.2,29.6,26.58,306.96,0.67,2.88,0.54,0.0123,1.21024,Stable
14.92,19.66,10.4,52.5,29.8,26.93,314.83,0.71,2.9,0.54,0.073,3.02621,Stable
15.35,19.67,10.8,52.9,30.0,27.29,322.69,0.75,2.93,0.54,0.0723,2.98493,Stable
15.78,19.66,11.1,53.2,30.3,27.64,330.56,0.79,2.95,0.54,0.0723,2.98329,Stable
16.21,19.67,11.5,53.6,30.5,27.99,338.43,0.83,2.97,0.55,0.0717,2.95076,Stable
16.65,19.66,11.9,53.9,30.8,28.35,346.29,0.87,3.0,0.55,0.0712,2.93246,Stable
17.08,19.66,12.3,54.3,31.0,28.7,354.16,0.91,0.05,0.55,0.0706,4.63562,Stable
17.51,19.67,12.7,54.6,31.2,29.06,362.02,0.95,0.07,0.55,0.0701,4.57361,Stable
17.95,19.66,13.1,55.0,31.5,29.41,369.89,0.99,0.1,0.55,0.0697,4.52178,Stable
18.38,19.66,13.5,55.4,31.7,29.77,377.76,1.03,0.12,0.56,0.0693,4.46418,Stable
18.81,19.66,13.9,55.7,31.9,30.12,385.62,1.07,0.14,0.56,0.0688,4.41293,Stable
19.25,19.67,14.3,56.1,32.2,30.47,393.49,1.11,0.17,0.56,0.0684,4.36735,Stable
19.68,19.66,14.7,56.4,32.4,30.83,401.35,1.15,0.19,0.56,0.0681,4.32547,Stable
20.11,19.66,15.1,56.8,32.6,31.18,409.22,1.18,0.21,0.57,0.0677,4.27922,Stable
20.55,19.67,15.5,57.1,32.9,31.54,417.09,1.22,0.24,0.57,0.0674,4.24713,Stable
20.98,19.66,15.9,57.5,33.1,31.89,424.95,1.26,0.26,0.57,0.0671,4.20802,Stable
21.41,19.66,16.3,57.8,33.4,32.25,432.82,1.3,0.28,0.57,0.0668,4.18825,Stable
21.84,19.67,16.6,58.2,33.6,32.6,440.69,1.34,0.31,0.58,0.0669,4.16007,Stable
22.28,19.66,17.0,58.6,33.8,32.96,448.55,1.38,0.33,0.58,0.0667,4.12673,Stable
22.71,19.67,17.4,58.9,34.1,33.31,456.42,1.42,0.35,0.58,0.0664,4.10885,Stable
23.14,19.67,17.8,59.2,34.3,33.66,464.28,1.46,0.38,0.58,0.0661,4.0733,Stable
23.58,19.66,18.2,59.6,34.5,34.02,472.15,1.5,0.4,0.59,0.0659,4.04412,Stable
24.01,19.67,18.6,60.0,34.8,34.37,480.02,1.54,0.43,0.59,0.0656,4.01973,Stable
24.44,19.66,19.0,15.3,35.0,34.73,487.88,1.58,0.45,0.59,0.0654,7.52158,Stable
24.88,19.66,19.4,15.7,35.2,35.08,495.75,1.62,0.47,0.59,0.0652,7.43959,Stable
25.31,19.66,19.8,16.0,35.5,35.44,503.61,1.66,0.5,0.6,0.065,7.40337,Stable
25.74,19.66,20.2,16.4,35.7,35.79,511.48,1.7,0.52,0.6,0.0648,7.32859,Stable
26.18,19.65,20.6,16.7,36.0,36.14,519.35,1.73,0.54,0.6,0.0647,7.30291,Stable
26.61,19.66,21.0,17.1,36.2,36.5,527.21,1.77,0.57,0.3,0.0645,7.22763,Stable
27.04,19.67,21.4,17.4,36.4,36.85,535.08,1.81,0.59,0.3,0.0642,7.17863,Stable
27.47,19.67,21.8,17.8,36.7,37.21,542.95,1.85,0.61,0.31,0.0641,7.14388,Stable
27.91,19.65,22.2,18.2,36.9,37.56,550.81,1.89,0.64,0.31,0.064,7.08806,Stable
28.34,19.66,22.6,18.5,37.1,37.92,558.68,1.93,0.66,0.31,0.0638,7.03749,Stable
28.77,19.66,23.0,18.9,37.4,38.27,566.54,1.97,0.68,0.31,0.0636,6.99639,Stable
29.21,19.66,23.3,19.2,37.6,38.62,574.41,2.01,0.71,0.32,0.0638,6.96623,Stable
29.64,19.66,23.7,19.6,37.8,38.98,582.28,2.05,0.73,0.32,0.0636,6.91004,Stable
30.07,19.66,24.1,19.9,38.1,39.33,590.14,2.09,0.75,0.32,0.0635,6.89647,Stable
30.51,19.66,24.5,20.3,38.3,39.69,598.01,2.13,0.78,0.32,0.0633,6.84002,Stable
30.94,19.66,24.9,20.6,38.6,40.04,605.87,2.17,0.8,0.33,0.0632,6.82893,Stable
31.37,19.66,25.3,21.0,38.8,40.4,613.74,2.21,0.82,0.33,0.0631,6.78095,Stable
31.81,19.66,25.7,21.3,39.0,40.75,621.61,2.25,0.85,0.33,0.063,6.74529,Stable
32.24,19.66,26.1,21.7,39.3,41.1,629.47,2.28,0.87,0.33,0.0628,6.72018,Stable
32.67,19.66,26.5,22.0,39.5,41.46,637.34,2.32,0.89,0.34,0.0627,6.69293,Stable
33.1,19.67,26.9,22.4,39.7,41.81,645.21,2.36,0.92,0.34,0.0626,6.64704,Stable
33.54,19.66,27.3,22.8,40.0,42.17,653.07,2.4,0.94,0.34,0.0625,6.63367,Stable
33.97,19.67,27.7,23.1,10.2,42.52,660.94,2.44,0.96,0.34,0.0623,1.78777,Stable
34.4,19.67,28.1,23.5,10.4,42.88,668.8,2.48,0.99,0.34,0.0622,1.79419,Stable
34.84,19.66,28.5,23.8,10.7,43.23,676.67,2.52,1.01,0.35,0.0622,1.81871,Stable
35.27,19.66,28.9,24.2,10.9,43.59,684.54,2.56,1.03,0.35,0.0621,1.82598,Stable
35.7,19.65,29.2,24.5,11.2,43.94,692.4,2.6,1.06,0.35,0.0622,1.8522,Stable
36.14,19.67,29.6,24.9,11.4,44.29,700.27,2.64,1.08,0.35,0.0621,1.85814,Stable
36.57,19.67,30.0,25.2,11.6,44.65,708.13,2.68,1.1,0.36,0.062,1.86798,Stable
37.0,19.66,30.4,25.6,11.9,45.0,716.0,2.72,1.13,0.36,0.0619,1.88609,Stable
37.44,19.66,30.8,26.0,12.1,45.36,723.87,2.76,1.15,0.36,0.0618,1.89217,Stable
37.87,19.66,31.2,26.3,12.3,45.71,731.73,2.8,1.17,0.36,0.0617,1.9014,Stable
38.3,19.66,31.6,26.7,12.6,46.07,739.6,2.83,1.2,0.37,0.0616,1.91841,Stable
38.73,19.66,32.0,27.0,12.8,46.42,747.46,2.87,1.22,0.37,0.0616,1.92849,Stable
39.17,19.67,32.4,27.4,13.0,46.77,755.33,2.91,1.24,0.37,0.0615,1.93442,Stable
39.6,19.66,32.8,27.7,13.3,47.13,763.2,2.95,1.27,0.37,0.0614,1.95537,Stable
40.03,19.66,33.2,28.1,13.5,47.48,771.06,2.99,1.29,0.38,0.0613,1.96193,Stable
40.47,19.66,33.6,28.4,13.8,47.84,778.93,3.03,1.31,0.38,0.0613,1.98405,Stable
40.9,19.67,34.0,28.8,14.0,48.19,786.8,3.07,1.34,0.38,0.0612,1.98964,Stable
41.33,19.66,34.4,29.1,14.2,48.55,794.66,3.11,1.36,0.38,0.0611,1.99989,Stable
41.77,19.66,34.8,29.5,14.5,48.9,802.53,3.15,1.38,0.38,0.0611,2.01871,Stable
42.2,19.67,35.2,29.8,14.7,49.25,810.39,3.19,1.41,0.39,0.0609,2.02618,Stable
42.63,19.66,35.6,30.2,14.9,49.61,818.26,3.23,1.43,0.39,0.0609,2.03369,Stable
43.07,19.67,35.9,30.6,15.2,49.96,826.13,3.27,1.45,0.39,0.061,2.05428,Stable
43.5,19.66,36.3,30.9,15.4,5.32,833.99,3.31,1.48,0.39,0.061,1.4333,Stable
43.93,19.67,36.7,31.3,15.6,5.67,841.86,3.35,1.5,0.4,0.0609,1.44167,Stable
44.36,19.66,37.1,31.6,15.9,6.03,849.72,3.38,1.52,0.4,0.0608,1.45938,Stable
44.8,19.66,37.5,32.0,16.1,6.38,857.59,3.42,1.55,0.4,0.0608,1.4687,Stable
45.23,19.67,37.9,32.3,16.4,6.73,865.46,3.46,1.57,0.4,0.0607,1.48592,Stable
45.66,19.67,38.3,32.7,16.6,7.09,873.32,3.5,1.59,0.41,0.0606,1.49472,Stable
46.1,19.66,38.7,33.0,16.8,7.44,881.19,3.54,1.62,0.41,0.0606,1.50651,Stable
46.53,19.66,39.1,33.4,17.1,7.8,889.06,3.58,1.64,0.41,0.0605,1.52193,Stable
46.96,19.67,39.5,33.7,17.3,8.15,896.92,3.62,1.66,0.41,0.0604,1.5326,Stable
47.4,19.66,39.9,34.1,17.5,8.51,904.79,3.66,1.69,0.42,0.0604,1.54247,Stable
47.83,19.66,40.3,34.4,17.8,8.86,912.65,3.7,1.71,0.42,0.0604,1.5607,Stable
48.26,19.65,40.7,34.8,18.0,9.22,920.52,3.74,1.73,0.42,0.0603,1.56991,Stable
48.7,19.66,41.1,35.2,18.2,9.57,928.39,3.78,1.76,0.42,0.0603,1.57913,Stable
49.13,19.66,41.5,35.5,18.5,9.92,936.25,3.82,1.78,0.42,0.0602,1.59642,Stable
49.56,19.66,41.8,35.9,18.7,10.28,944.12,3.86,1.8,0.43,0.0603,1.60717,Stable
49.99,19.66,42.2,36.2,19.0,10.63,951.98,3.9,1.83,0.43,0.0603,1.62497,Stable
50.43,19.66,42.6,36.6,19.2,10.99,959.85,3.94,1.85,0.43,0.0602,1.63325,Stable
50.86,19.67,43.0,36.9,19.4,11.34,967.72,3.97,1.88,0.43,0.0601,1.6431,Stable
51.29,19.66,43.4,37.3,19.7,11.7,975.58,4.01,1.9,0.44,0.0601,1.65873,Stable
51.73,19.66,43.8,37.6,19.9,12.05,983.45,4.05,1.92,0.44,0.0601,1.66938,Stable
52.16,19.65,44.2,38.0,20.1,12.4,991.32,4.09,1.95,0.44,0.0601,1.67792,Stable
52.59,19.66,44.6,38.4,20.4,12.76,999.18,4.13,1.97,0.44,0.06,1.69217,Stable
53.03,19.66,45.0,38.7,20.6,13.11,8.05,4.17,1.99,0.45,0.0599,1.16181,Stable
53.46,19.67,45.4,39.1,20.8,13.47,15.91,4.21,2.02,0.45,0.0599,1.1614,Stable
53.89,19.67,45.8,39.4,21.1,13.82,23.78,4.25,2.04,0.45,0.0598,1.16527,Stable
54.33,19.65,46.2,39.8,21.3,14.18,31.65,4.29,2.06,0.45,0.0598,1.16479,Stable
54.76,19.66,46.6,40.1,21.6,14.53,39.51,4.33,2.09,0.46,0.0598,1.16935,Stable
55.19,19.67,47.0,40.5,21.8,14.88,47.38,4.37,2.11,0.46,0.0597,1.16801,Stable
55.62,19.66,47.4,40.8,22.0,15.24,55.24,4.41,2.13,0.46,0.0597,1.16974,Stable
56.06,19.66,47.8,41.2,22.3,15.59,63.11,4.45,2.16,0.46,0.0597,1.17246,Stable
56.49,19.66,48.2,41.5,22.5,15.95,70.98,4.49,2.18,0.47,0.0596,1.17359,Stable
56.92,19.67,48.5,41.9,22.7,16.3,78.84,4.52,2.2,0.47,0.0597,1.17493,Stable
57.36,19.67,48.9,42.2,23.0,16.66,86.71,4.56,2.23,0.47,0.0596,1.17926,Stable
57.79,19.66,49.3,42.6,23.2,17.01,94.58,4.6,2.25,0.47,0.0596,1.18011,Stable
58.22,19.66,49.7,43.0,23.4,17.36,102.44,4.64,2.27,0.47,0.0596,1.1813,Stable
58.66,19.66,50.1,43.3,23.7,17.72,110.31,4.68,2.3,0.48,0.0596,1.18728,Stable
59.09,19.66,50.5,43.7,23.9,18.07,118.17,4.72,2.32,0.48,0.0595,1.1882,Stable
59.52,19.66,50.9,44.0,24.2,18.43,126.04,4.76,2.34,0.48,0.0595,1.19502,Stable
59.95,19.66,51.3,44.4,24.4,18.78,133.91,4.8,2.37,0.48,0.0594,1.19583,Stable
5.06,19.68,51.8,45.2,25.2,20.29,175.2,0.06,2.54,0.5,0.005,1.17484,Stable
5.5,19.68,52.2,45.5,25.4,20.64,183.07,0.09,2.56,0.51,0.0054,1.17698,Stable
5.93,19.68,52.6,45.9,25.6,21.0,190.93,0.13,2.58,0.51,0.0057,1.17507,Stable
6.36,19.68,53.0,46.2,25.9,21.35,198.8,0.17,2.61,0.51,0.0061,1.18007,Stable
6.8,19.68,53.4,46.6,26.1,21.71,206.67,0.21,2.63,0.51,0.0065,1.03403,Stable
7.23,19.68,53.8,46.9,26.3,22.06,214.53,0.25,2.65,0.52,0.0068,1.17978,Stable
7.66,19.68,54.2,47.3,26.6,22.41,222.4,0.29,2.68,0.52,0.0072,1.18289,Stable
8.09,19.67,54.6,47.6,26.8,22.77,230.27,0.33,2.7,0.52,0.0075,1.18404,Stable
8.53,19.68,54.9,48.0,27.0,23.12,238.13,0.37,2.72,0.52,0.0079,1.18387,Stable
8.96,19.68,55.3,48.4,27.3,23.48,246.0,0.41,2.75,0.52,0.0082,1.18655,Stable
9.39,19.67,55.7,48.7,27.5,23.83,253.86,0.45,2.77,0.53,0.0086,1.18863,Stable
9.83,19.67,56.1,49.1,27.8,24.19,261.73,0.49,2.79,0.53,0.0089,1.0595,Stable
10.26,19.68,56.5,49.4,28.0,24.54,269.6,0.53,2.82,0.53,0.0092,1.19243,Stable
10.69,19.67,56.9,49.8,28.2,24.89,277.46,0.57,2.84,0.53,0.0096,1.19236,Stable
11.13,19.68,57.3,50.1,28.5,25.25,285.33,0.61,2.86,0.54,0.0099,1.19834,Stable
11.56,19.68,57.7,50.5,28.7,25.6,293.19,0.64,2.89,0.54,0.0102,1.19723,Stable
11.99,19.67,58.1,50.8,28.9,25.96,301.06,0.68,2.91,0.54,0.0105,1.19892,Stable
12.43,19.67,58.5,51.2,29.2,26.31,308.93,0.72,2.93,0.54,0.0108,1.20266,Stable
12.86,19.67,58.9,51.6,29.4,26.67,316.79,0.76,2.96,0.55,0.0111,1.20059,Stable
13.29,19.67,59.3,51.9,29.6,27.02,324.66,0.8,2.98,0.55,0.0114,1.20213,Stable
13.72,19.67,59.7,52.3,29.9,27.37,332.52,0.84,0.03,0.55,0.0117,1.86677,Stable
14.16,19.68,10.1,52.6,30.1,27.73,340.39,0.88,0.06,0.55,0.0712,5.06457,Stable
14.59,19.68,10.4,53.0,30.4,28.08,348.26,0.92,0.08,0.56,0.0713,5.02339,Stable
15.02,19.68,10.8,53.3,30.6,28.44,356.12,0.96,0.1,0.56,0.0707,4.93845,Stable
15.46,19.67,11.2,53.7,30.8,28.79,363.99,1.0,0.13,0.56,0.0702,4.84752,Stable
15.89,19.68,11.6,54.0,31.1,29.15,371.86,1.04,0.15,0.56,0.0696,4.7897,Stable
16.32,19.68,12.0,54.4,31.3,29.5,379.72,1.08,0.17,0.56,0.0691,4.71593,Stable
16.76,19.68,12.4,54.7,31.5,29.85,387.59,1.12,0.2,0.57,0.0687,4.64389,Stable
17.19,19.68,12.8,55.1,31.8,30.21,395.45,1.16,0.22,0.57,0.0682,4.59587,Stable
17.62,19.68,13.2,55.4,32.0,30.56,403.32,1.19,0.24,0.57,0.0678,4.53915,Stable
18.06,19.67,13.6,55.8,32.2,30.92,411.19,1.23,0.27,0.57,0.0675,4.47703,Stable
18.49,19.68,14.0,56.2,32.5,31.27,419.05,1.27,0.29,0.58,0.0671,4.43719,Stable
18.92,19.68,14.4,56.5,32.7,31.63,426.92,1.31,0.31,0.58,0.0668,4.39196,Stable
19.35,19.67,14.8,56.9,33.0,31.98,434.78,1.35,0.34,0.58,0.0665,4.35451,Stable
19.79,19.67,15.2,57.2,33.2,32.34,442.65,1.39,0.36,0.58,0.0662,4.31475,Stable
20.22,19.68,15.6,57.6,33.4,32.69,450.52,1.43,0.38,0.59,0.0659,4.27122,Stable
20.65,19.68,16.0,57.9,33.7,33.04,458.38,1.47,0.41,0.59,0.0656,4.24325,Stable
21.09,19.67,16.4,58.3,33.9,33.4,466.25,1.51,0.43,0.59,0.0654,4.20766,Stable
21.52,19.68,16.8,58.6,34.1,33.75,474.12,1.55,0.45,0.59,0.0651,4.17374,Stable
21.95,19.67,17.1,59.0,34.4,34.11,481.98,1.59,0.48,0.6,0.0653,4.16621,Stable
22.39,19.68,17.5,59.3,34.6,34.46,489.85,1.63,0.5,0.6,0.065,4.13493,Stable
22.82,19.68,17.9,59.7,34.8,34.82,497.71,1.67,0.52,0.3,0.0648,4.1035,Stable
23.25,19.68,18.3,15.0,35.1,35.17,505.58,1.71,0.55,0.3,0.0646,7.7443,Stable
23.69,19.68,18.7,15.4,35.3,35.52,513.45,1.74,0.57,0.31,0.0644,7.65259,Stable
24.12,19.68,19.1,15.8,35.6,35.88,521.31,1.78,0.59,0.31,0.0642,7.59599,Stable
24.55,19.68,19.5,16.1,35.8,36.23,529.18,1.82,0.62,0.31,0.064,7.53202,Stable
24.98,19.68,19.9,16.5,36.0,36.59,537.04,1.86,0.64,0.31,0.0638,7.45591,Stable
25.42,19.68,20.3,16.8,36.2,36.94,544.91,1.9,0.66,0.31,0.0636,7.40229,Stable
25.85,19.67,20.7,17.2,36.5,37.3,552.78,1.94,0.69,0.32,0.0635,7.35507,Stable
26.28,19.68,21.1,17.5,36.7,37.65,560.64,1.98,0.71,0.32,0.0633,7.30643,Stable
26.72,19.68,21.5,17.9,37.0,38.0,568.51,2.02,0.73,0.32,0.0631,7.27026,Stable
27.15,19.68,21.9,18.2,37.2,38.36,576.38,2.06,0.76,0.32,0.063,7.22725,Stable
27.58,19.67,22.3,18.6,37.4,38.71,584.24,2.1,0.78,0.33,0.0629,7.15998,Stable
28.02,19.68,22.7,19.0,37.7,39.07,592.11,2.14,0.81,0.33,0.0627,7.11294,Stable
28.45,19.67,23.0,19.3,37.9,39.42,599.97,2.18,0.83,0.33,0.0629,7.09005,Stable
28.88,19.67,23.4,19.7,38.1,39.78,607.84,2.22,0.85,0.33,0.0627,7.03331,Stable
29.32,19.67,23.8,20.0,38.4,40.13,615.71,2.26,0.88,0.34,0.0626,7.01474,Stable
29.75,19.68,24.2,20.4,38.6,40.48,623.57,2.29,0.9,0.34,0.0625,6.95916,Stable
30.18,19.67,24.6,20.7,38.8,40.84,631.44,2.33,0.92,0.34,0.0624,6.92689,Stable
30.61,19.68,25.0,21.1,39.1,41.19,639.3,2.37,0.95,0.34,0.0622,6.89349,Stable
31.05,19.68,25.4,21.4,39.3,41.55,647.17,2.41,0.97,0.35,0.0621,6.86209,Stable
31.48,19.68,25.8,21.8,39.6,41.9,655.04,2.45,0.99,0.35,0.062,6.83881,Stable
31.91,19.68,26.2,22.1,39.8,42.26,662.9,2.49,1.02,0.35,0.0619,6.80746,Stable
32.35,19.68,26.6,22.5,10.0,42.61,670.77,2.53,1.04,0.35,0.0618,1.80387,Stable
32.78,19.68,27.0,22.8,10.3,42.97,678.64,2.57,1.06,0.35,0.0617,1.82754,Stable
33.21,19.67,27.4,23.2,10.5,43.32,686.5,2.61,1.09,0.36,0.0616,1.83383,Stable
33.65,19.68,27.8,23.6,10.7,43.67,694.37,2.65,1.11,0.36,0.0615,1.84053,Stable
34.08,19.68,28.2,23.9,11.0,44.03,702.23,2.69,1.13,0.36,0.0614,1.86407,Stable
34.51,19.68,28.6,24.3,11.2,44.38,710.1,2.73,1.16,0.36,0.0613,1.87018,Stable
